Product,Date,SalePrice
6565,2002-02-18,111.81
9200,2002-02-18,12.79
10188,2002-02-18,214.82
13380,2002-02-18,445.85
18541,2002-02-18,90.69
24399,2002-02-18,123.48
491,2002-02-19,39.24
1095,2002-02-19,207.6
5081,2002-02-19,6.4
5169,2002-02-19,38.83
5756,2002-02-19,81.85
16408,2002-02-19,11.32
19459,2002-02-19,106.82
19765,2002-02-19,146.19
20292,2002-02-19,19.61
20975,2002-02-19,228
379,2002-02-20,233.63
753,2002-02-20,295.48
2178,2002-02-20,153.02
3031,2002-02-20,132.19
4065,2002-02-20,300.83
5138,2002-02-20,147.44
5315,2002-02-20,161.67
9316,2002-02-20,4.16
10093,2002-02-20,90.45
12960,2002-02-20,485.92
13543,2002-02-20,82.91
14386,2002-02-20,46.64
15202,2002-02-20,352.05
20926,2002-02-20,203.87
22665,2002-02-20,225.75
23628,2002-02-20,364.63
23629,2002-02-20,391.37
21,2002-02-21,149.2
1367,2002-02-21,346.21
4928,2002-02-21,23.69
6003,2002-02-21,173.43
6775,2002-02-21,423.76
7613,2002-02-21,29.01
10673,2002-02-21,194.93
11437,2002-02-21,5.61
12602,2002-02-21,123.3
12840,2002-02-21,4.49
13781,2002-02-21,79.55
15235,2002-02-21,206.77
16970,2002-02-21,169.5
17022,2002-02-21,86.62
20251,2002-02-21,140.57
22685,2002-02-21,418.09
211,2002-02-22,137.19
992,2002-02-22,154.6
1412,2002-02-22,248.22
2393,2002-02-22,425.5
5344,2002-02-22,304.83
5380,2002-02-22,301.01
7050,2002-02-22,214.47
9335,2002-02-22,203.63
9992,2002-02-22,102.88
12404,2002-02-22,355.56
12611,2002-02-22,175.81
14179,2002-02-22,199.79
18239,2002-02-22,234.28
230,2002-02-23,107.48
650,2002-02-23,471.59
2463,2002-02-23,5.1
8218,2002-02-23,97.69
9349,2002-02-23,96.04
12507,2002-02-23,131.94
15411,2002-02-23,97.34
16884,2002-02-23,53.47
19342,2002-02-23,283.86
20874,2002-02-23,235.13
1696,2002-02-24,229.89
2147,2002-02-24,126.98
3422,2002-02-24,116.18
5855,2002-02-24,213.3
5922,2002-02-24,42.1
10344,2002-02-24,68.64
12565,2002-02-24,170.65
13687,2002-02-24,23.96
16198,2002-02-24,283.21
16308,2002-02-24,20.97
20907,2002-02-24,306.07
23043,2002-02-24,470.81
612,2002-02-25,88.94
682,2002-02-25,285.12
775,2002-02-25,185.88
3059,2002-02-25,198.06
6162,2002-02-25,206.06
10469,2002-02-25,23.79
15275,2002-02-25,6.91
15277,2002-02-25,104.52
19026,2002-02-25,43.53
23067,2002-02-25,158.21
498,2002-02-26,112.06
1854,2002-02-26,47.54
4433,2002-02-26,309.43
4825,2002-02-26,147.34
5308,2002-02-26,375.07
11050,2002-02-26,167.47
11175,2002-02-26,203.56
13747,2002-02-26,192.34
13900,2002-02-26,178.38
14445,2002-02-26,194.77
15361,2002-02-26,213.52
22518,2002-02-26,255.64
23674,2002-02-26,214.62
23788,2002-02-26,58.7
24663,2002-02-26,114.55
1900,2002-02-27,10.37
3843,2002-02-27,408.89
4684,2002-02-27,38.12
5741,2002-02-27,337.74
10192,2002-02-27,14.27
14106,2002-02-27,110.46
14975,2002-02-27,299.46
15392,2002-02-27,247.89
19869,2002-02-27,177.16
19983,2002-02-27,293.17
21014,2002-02-27,82.55
1412,2002-02-28,248.22
4197,2002-02-28,256.5
5071,2002-02-28,174.76
5209,2002-02-28,428.63
5894,2002-02-28,68.43
9457,2002-02-28,128.34
11189,2002-02-28,321.64
12904,2002-02-28,6.03
13458,2002-02-28,270.24
14367,2002-02-28,371.34
15599,2002-02-28,299.64
22646,2002-02-28,206.42
24369,2002-02-28,25.33
1306,2002-03-01,132.34
1734,2002-03-01,263.54
1912,2002-03-01,164.55
3861,2002-03-01,192.51
4968,2002-03-01,378.54
5078,2002-03-01,43.6
10729,2002-03-01,80.55
12263,2002-03-01,100.95
12689,2002-03-01,94.91
13324,2002-03-01,56.78
13520,2002-03-01,69.57
13633,2002-03-01,396.65
14302,2002-03-01,158.93
15541,2002-03-01,151.25
16683,2002-03-01,273.56
16873,2002-03-01,277.84
21154,2002-03-01,229.87
21478,2002-03-01,409.41
22536,2002-03-01,91.42
23199,2002-03-01,36.3
24835,2002-03-01,146.69
337,2002-03-02,124.61
1440,2002-03-02,213.53
3366,2002-03-02,156.82
4905,2002-03-02,70.57
6000,2002-03-02,25.71
9493,2002-03-02,207.01
11252,2002-03-02,102.95
17495,2002-03-02,285.05
18990,2002-03-02,192.82
19134,2002-03-02,68.83
22886,2002-03-02,51.43
24791,2002-03-02,146.14
264,2002-03-03,57.67
5524,2002-03-03,173.68
8251,2002-03-03,484.58
8961,2002-03-03,414.7
9237,2002-03-03,234.2
15536,2002-03-03,165.04
16675,2002-03-03,155.46
24219,2002-03-03,202.46
25293,2002-03-03,1576.93
726,2002-03-04,29.85
896,2002-03-04,3.72
2851,2002-03-04,30.35
5751,2002-03-04,108.56
6522,2002-03-04,108.45
6929,2002-03-04,16.67
14558,2002-03-04,175.42
15213,2002-03-04,266.02
17638,2002-03-04,224.18
17893,2002-03-04,44.19
18302,2002-03-04,196.61
22447,2002-03-04,386.74
22805,2002-03-04,355.3
23530,2002-03-04,245.64
272,2002-03-05,24.24
342,2002-03-05,450.43
3819,2002-03-05,95.34
4309,2002-03-05,379.58
4416,2002-03-05,21.47
5282,2002-03-05,139.61
19771,2002-03-05,37.37
20176,2002-03-05,109.83
21982,2002-03-05,143.97
22800,2002-03-05,134.45
23449,2002-03-05,236.35
24673,2002-03-05,292.25
2196,2002-03-06,98.2
3490,2002-03-06,160.14
3657,2002-03-06,163.16
3851,2002-03-06,217.44
5675,2002-03-06,251.55
9868,2002-03-06,199.1
18739,2002-03-06,231.3
24821,2002-03-06,169.46
25078,2002-03-06,1421.29
1501,2002-03-07,183.99
1762,2002-03-07,119.15
1901,2002-03-07,235.47
4276,2002-03-07,112.7
5523,2002-03-07,207.26
6959,2002-03-07,224.99
7825,2002-03-07,181.55
9316,2002-03-07,4.54
10771,2002-03-07,187.91
10814,2002-03-07,163.74
11169,2002-03-07,160.24
17250,2002-03-07,218.13
23221,2002-03-07,164.27
6461,2002-03-08,128.53
8023,2002-03-08,38.09
8200,2002-03-08,187.18
10461,2002-03-08,104.97
10978,2002-03-08,303.06
14142,2002-03-08,121.46
16648,2002-03-08,46.99
19281,2002-03-08,315.18
24593,2002-03-08,207.11
62,2002-03-09,37.31
687,2002-03-09,43.87
1814,2002-03-09,197.49
3812,2002-03-09,167.73
3873,2002-03-09,166.78
6825,2002-03-09,95.49
6931,2002-03-09,88.67
7544,2002-03-09,239.67
9164,2002-03-09,228.59
10894,2002-03-09,131.87
12372,2002-03-09,17.47
18081,2002-03-09,26.05
19672,2002-03-09,370.1
20671,2002-03-09,369.74
21337,2002-03-09,141.5
146,2002-03-10,422.41
1323,2002-03-10,195.22
2144,2002-03-10,5.24
5109,2002-03-10,144.74
9478,2002-03-10,199.02
17210,2002-03-10,161.18
19767,2002-03-10,227.34
24942,2002-03-10,21.61
419,2002-03-11,274.48
1212,2002-03-11,186.6
1517,2002-03-11,234.87
3140,2002-03-11,6.03
4240,2002-03-11,217.89
4342,2002-03-11,470.77
5067,2002-03-11,292.46
8429,2002-03-11,92.67
8635,2002-03-11,145.73
9315,2002-03-11,206.17
10323,2002-03-11,12.69
12364,2002-03-11,99.8
14805,2002-03-11,331.89
15576,2002-03-11,116.62
19911,2002-03-11,19
23684,2002-03-11,100.11
914,2002-03-12,341.25
1572,2002-03-12,17.54
4843,2002-03-12,241.15
6766,2002-03-12,197.2
7766,2002-03-12,6.46
8505,2002-03-12,14.56
10096,2002-03-12,5.49
11041,2002-03-12,336.56
11800,2002-03-12,138.34
12507,2002-03-12,156.17
14441,2002-03-12,261.22
14770,2002-03-12,299.52
16017,2002-03-12,11.23
17571,2002-03-12,96.11
17590,2002-03-12,293.69
21129,2002-03-12,471.19
23074,2002-03-12,221.95
23768,2002-03-12,266.08
52,2002-03-13,60.88
1000,2002-03-13,196.06
1489,2002-03-13,143.12
2831,2002-03-13,34.18
4063,2002-03-13,453.16
5770,2002-03-13,19.05
10137,2002-03-13,94.82
20701,2002-03-13,140.27
20703,2002-03-13,116.04
24969,2002-03-13,316.47
1589,2002-03-14,248.03
2450,2002-03-14,69.15
6296,2002-03-14,49.41
6420,2002-03-14,57.34
6587,2002-03-14,212.62
6628,2002-03-14,5.79
6764,2002-03-14,123.6
8783,2002-03-14,353.21
10294,2002-03-14,126.81
10772,2002-03-14,17.85
12239,2002-03-14,447.51
13315,2002-03-14,119.11
13685,2002-03-14,125.53
14234,2002-03-14,302
15292,2002-03-14,26.22
16836,2002-03-14,384.24
16895,2002-03-14,319.87
20036,2002-03-14,422.35
803,2002-03-15,107.55
2182,2002-03-15,489.05
6036,2002-03-15,164.46
8170,2002-03-15,91.52
9478,2002-03-15,219.13
10372,2002-03-15,94.8
10740,2002-03-15,19.48
13143,2002-03-15,485.88
14294,2002-03-15,21.61
19390,2002-03-15,14.85
20688,2002-03-15,458.26
895,2002-03-16,44.4
1324,2002-03-16,130.29
1453,2002-03-16,30.35
2727,2002-03-16,63.68
3793,2002-03-16,169.7
4561,2002-03-16,25.51
6634,2002-03-16,61.95
7156,2002-03-16,164.93
8131,2002-03-16,240.88
8284,2002-03-16,222.49
8658,2002-03-16,132.09
9241,2002-03-16,114.12
14349,2002-03-16,354.96
15338,2002-03-16,54.67
15850,2002-03-16,1.4
15905,2002-03-16,49.75
16125,2002-03-16,91.51
19500,2002-03-16,288.86
1423,2002-03-17,139
1551,2002-03-17,240.94
2444,2002-03-17,140.99
3391,2002-03-17,214.67
5099,2002-03-17,173.72
5301,2002-03-17,159.29
8554,2002-03-17,150.25
9567,2002-03-17,318.65
10082,2002-03-17,247.83
11527,2002-03-17,111.46
18661,2002-03-17,154.66
22137,2002-03-17,363.78
24212,2002-03-17,233.48
24781,2002-03-17,152.85
225,2002-03-18,104.49
333,2002-03-18,152.24
404,2002-03-18,68.18
3824,2002-03-18,282.7
5002,2002-03-18,81.54
7692,2002-03-18,133.46
9922,2002-03-18,38.4
10422,2002-03-18,292.2
14966,2002-03-18,23.19
18408,2002-03-18,125.81
18547,2002-03-18,264.88
19914,2002-03-18,10.37
282,2002-03-19,158.52
1076,2002-03-19,16.73
2663,2002-03-19,102.52
8941,2002-03-19,71.49
12846,2002-03-19,155.8
16697,2002-03-19,3.56
18631,2002-03-19,31.58
18837,2002-03-19,219.69
23228,2002-03-19,298.63
24170,2002-03-19,95.37
373,2002-03-20,43.05
1429,2002-03-20,140.43
6192,2002-03-20,89.51
8816,2002-03-20,56.7
10517,2002-03-20,130.46
11691,2002-03-20,209.31
12255,2002-03-20,63.23
14495,2002-03-20,140.93
15694,2002-03-20,22.04
17556,2002-03-20,185.62
18537,2002-03-20,255.26
20433,2002-03-20,249.69
23313,2002-03-20,306.43
24865,2002-03-20,125.51
1317,2002-03-21,73.22
2184,2002-03-21,43.7
4558,2002-03-21,142.19
4878,2002-03-21,211.46
6303,2002-03-21,377.87
7692,2002-03-21,122.97
8187,2002-03-21,97.5
14031,2002-03-21,37.03
18402,2002-03-21,347.15
256,2002-03-22,17.44
771,2002-03-22,301.27
784,2002-03-22,37.06
839,2002-03-22,459.53
2670,2002-03-22,26.28
5490,2002-03-22,39.66
5909,2002-03-22,410.08
7459,2002-03-22,67.37
9736,2002-03-22,228.38
12800,2002-03-22,90.84
14669,2002-03-22,327.63
19816,2002-03-22,39.05
22472,2002-03-22,311.98
24773,2002-03-22,107.43
861,2002-03-23,334.45
1366,2002-03-23,148.7
1512,2002-03-23,186.53
1820,2002-03-23,117.45
5776,2002-03-23,16.69
5797,2002-03-23,55.94
10005,2002-03-23,85.65
11873,2002-03-23,136.08
14366,2002-03-23,97.96
15137,2002-03-23,90.22
19193,2002-03-23,77.81
21258,2002-03-23,255.4
23164,2002-03-23,237.06
25172,2002-03-23,1808.75
1544,2002-03-24,292.44
2107,2002-03-24,59.13
2132,2002-03-24,4.99
3161,2002-03-24,37.55
4718,2002-03-24,210.81
5158,2002-03-24,143.24
5396,2002-03-24,385.87
5636,2002-03-24,96.95
6477,2002-03-24,92.26
6610,2002-03-24,252.07
7773,2002-03-24,9.49
8055,2002-03-24,189.43
11520,2002-03-24,153.8
11597,2002-03-24,100.49
12243,2002-03-24,308.5
12386,2002-03-24,45.23
17269,2002-03-24,332.97
20457,2002-03-24,362.62
21034,2002-03-24,225.7
21331,2002-03-24,224.19
23148,2002-03-24,97.9
24822,2002-03-24,37.73
2153,2002-03-25,169.02
4026,2002-03-25,140.81
4144,2002-03-25,198.6
4816,2002-03-25,401.77
5027,2002-03-25,94.81
6839,2002-03-25,153.78
8994,2002-03-25,9.51
9618,2002-03-25,149.97
9989,2002-03-25,487.75
14268,2002-03-25,67.07
17221,2002-03-25,95.04
20580,2002-03-25,194.34
21280,2002-03-25,152.11
21509,2002-03-25,46.36
24391,2002-03-25,335.85
249,2002-03-26,115.37
368,2002-03-26,142.77
5316,2002-03-26,469.6
5704,2002-03-26,8.55
6230,2002-03-26,274.31
8356,2002-03-26,31.47
8992,2002-03-26,168.69
14141,2002-03-26,382.97
17031,2002-03-26,456.17
22108,2002-03-26,47.56
742,2002-03-27,147.25
1488,2002-03-27,45.47
2004,2002-03-27,341.21
2062,2002-03-27,79.34
2911,2002-03-27,99.12
5525,2002-03-27,194.04
5740,2002-03-27,184.09
6256,2002-03-27,136.51
9220,2002-03-27,8.34
9741,2002-03-27,30.81
9910,2002-03-27,8.95
10509,2002-03-27,171.44
13451,2002-03-27,328.55
14305,2002-03-27,122.05
15738,2002-03-27,396.47
17447,2002-03-27,32.96
20053,2002-03-27,92.1
85,2002-03-28,27.59
1175,2002-03-28,9.52
3986,2002-03-28,269.43
4114,2002-03-28,200.36
4733,2002-03-28,67.01
6052,2002-03-28,18.68
10313,2002-03-28,165.32
11719,2002-03-28,59.05
13171,2002-03-28,50.64
14477,2002-03-28,80.15
15925,2002-03-28,68.52
16736,2002-03-28,181.01
19176,2002-03-28,48.25
19837,2002-03-28,47.38
24785,2002-03-28,103.38
435,2002-03-29,51.01
4717,2002-03-29,200.28
9639,2002-03-29,90.4
10028,2002-03-29,363.82
10059,2002-03-29,425.18
17127,2002-03-29,333.77
17802,2002-03-29,168.06
18995,2002-03-29,276.43
23450,2002-03-29,246.55
25230,2002-03-29,2059.38
526,2002-03-30,387.49
534,2002-03-30,447.94
1118,2002-03-30,23.23
2652,2002-03-30,66.1
3540,2002-03-30,333.44
4859,2002-03-30,331.89
7542,2002-03-30,136.93
9702,2002-03-30,67.52
12982,2002-03-30,236.84
15174,2002-03-30,79.34
16087,2002-03-30,114.27
16181,2002-03-30,212.57
16449,2002-03-30,309.23
22122,2002-03-30,228.79
22219,2002-03-30,86.18
857,2002-03-31,144.32
884,2002-03-31,167.62
3698,2002-03-31,217.15
3991,2002-03-31,44.23
11707,2002-03-31,436.99
13009,2002-03-31,447.62
15618,2002-03-31,250.86
17459,2002-03-31,47.68
17617,2002-03-31,10.27
17658,2002-03-31,242.15
21481,2002-03-31,8
579,2002-04-01,1.72
1401,2002-04-01,157.48
1612,2002-04-01,19.03
5108,2002-04-01,44.57
5818,2002-04-01,242.02
9343,2002-04-01,3.7
10028,2002-04-01,236.62
11714,2002-04-01,32.6
15477,2002-04-01,26.19
16301,2002-04-01,182.89
16405,2002-04-01,132.1
17256,2002-04-01,178.87
17676,2002-04-01,137.78
19165,2002-04-01,220.85
19366,2002-04-01,197.18
21791,2002-04-01,23.42
179,2002-04-02,67.05
707,2002-04-02,18.11
3977,2002-04-02,21.27
5999,2002-04-02,57.57
7275,2002-04-02,222.08
7792,2002-04-02,30.35
10308,2002-04-02,331.63
12879,2002-04-02,436.58
19167,2002-04-02,259.37
28,2002-04-03,61.48
1465,2002-04-03,118.13
1610,2002-04-03,160.35
2044,2002-04-03,52.23
2839,2002-04-03,200.43
4767,2002-04-03,38.42
10244,2002-04-03,25.97
13062,2002-04-03,293.09
15244,2002-04-03,30.77
17125,2002-04-03,166.65
446,2002-04-04,94.76
3502,2002-04-04,20.68
3652,2002-04-04,91.62
4994,2002-04-04,65.74
5882,2002-04-04,481.57
6740,2002-04-04,94.6
6940,2002-04-04,216.24
8270,2002-04-04,318.1
8301,2002-04-04,85.15
8483,2002-04-04,104.95
9440,2002-04-04,82.76
13228,2002-04-04,140.37
13402,2002-04-04,283.46
19580,2002-04-04,24.55
20756,2002-04-04,232.32
21185,2002-04-04,148.73
22479,2002-04-04,358.6
1283,2002-04-05,122.07
1453,2002-04-05,36.24
2649,2002-04-05,109.39
3289,2002-04-05,45.08
4860,2002-04-05,20.34
9007,2002-04-05,235.89
9444,2002-04-05,26.65
9642,2002-04-05,217.47
11715,2002-04-05,288.83
14561,2002-04-05,21.38
16651,2002-04-05,86.06
18614,2002-04-05,71.75
22745,2002-04-05,181.8
23512,2002-04-05,241.71
127,2002-04-06,161.02
4823,2002-04-06,326.69
5469,2002-04-06,352.66
6108,2002-04-06,85.05
8572,2002-04-06,139.07
9312,2002-04-06,133.16
12771,2002-04-06,198.23
16333,2002-04-06,151.84
19887,2002-04-06,420.55
20520,2002-04-06,21.71
24853,2002-04-06,134.36
3142,2002-04-07,38.6
6653,2002-04-07,59.57
8598,2002-04-07,186.95
9176,2002-04-07,306.36
9651,2002-04-07,100.07
12370,2002-04-07,112.39
16839,2002-04-07,131
20234,2002-04-07,242.27
1354,2002-04-08,55.37
3468,2002-04-08,27.65
5277,2002-04-08,43.93
10032,2002-04-08,243.81
11435,2002-04-08,274.55
13703,2002-04-08,311.27
13906,2002-04-08,67.97
20095,2002-04-08,54.59
24691,2002-04-08,238.43
138,2002-04-09,168.53
796,2002-04-09,237.51
2186,2002-04-09,67.59
3260,2002-04-09,268.01
7664,2002-04-09,124.08
8564,2002-04-09,394.17
9007,2002-04-09,225.64
10263,2002-04-09,352.46
10389,2002-04-09,429.3
10926,2002-04-09,82.93
11202,2002-04-09,92.37
13654,2002-04-09,265.96
14699,2002-04-09,37.49
19872,2002-04-09,339.61
20590,2002-04-09,154.13
21294,2002-04-09,290.82
21747,2002-04-09,30.84
24560,2002-04-09,172.47
720,2002-04-10,22.16
1309,2002-04-10,206.43
6982,2002-04-10,309.25
7350,2002-04-10,214.83
8519,2002-04-10,78.53
9056,2002-04-10,250.43
11090,2002-04-10,367.29
19808,2002-04-10,455.56
22288,2002-04-10,138.9
23813,2002-04-10,127.3
204,2002-04-11,17.26
2425,2002-04-11,253.04
2969,2002-04-11,254.22
6274,2002-04-11,216.51
7052,2002-04-11,62.79
9230,2002-04-11,14.25
10790,2002-04-11,227.07
14563,2002-04-11,195.76
15134,2002-04-11,408.93
16962,2002-04-11,96.52
23143,2002-04-11,248.83
170,2002-04-12,41.21
1010,2002-04-12,177.47
4293,2002-04-12,98.31
6127,2002-04-12,60.04
6421,2002-04-12,153.52
7734,2002-04-12,75.98
9929,2002-04-12,93.36
10536,2002-04-12,177.83
13359,2002-04-12,139.28
16702,2002-04-12,60.28
19582,2002-04-12,70.97
20697,2002-04-12,357.53
25011,2002-04-12,3296.8
1550,2002-04-13,84.57
2006,2002-04-13,143.97
4437,2002-04-13,247.83
5659,2002-04-13,117.47
6376,2002-04-13,285.83
7775,2002-04-13,452.87
12246,2002-04-13,246.42
13234,2002-04-13,49.03
24179,2002-04-13,60.67
810,2002-04-14,168.13
2870,2002-04-14,117.15
4257,2002-04-14,146.56
6320,2002-04-14,213.58
10463,2002-04-14,171.94
15193,2002-04-14,194.64
16127,2002-04-14,312.78
21618,2002-04-14,12.57
21830,2002-04-14,195.06
22958,2002-04-14,55.97
23016,2002-04-14,104.11
623,2002-04-15,29.34
1818,2002-04-15,101.24
3280,2002-04-15,61.85
7752,2002-04-15,43.21
10103,2002-04-15,93.19
10243,2002-04-15,83.67
11525,2002-04-15,9.59
17677,2002-04-15,125.74
18504,2002-04-15,341.9
23020,2002-04-15,310.33
24699,2002-04-15,88.35
782,2002-04-16,93.84
1927,2002-04-16,487.21
4235,2002-04-16,28.57
4879,2002-04-16,368.37
4936,2002-04-16,31.13
8550,2002-04-16,32.92
16746,2002-04-16,36.34
19961,2002-04-16,404.33
23648,2002-04-16,179.14
698,2002-04-17,263.3
5281,2002-04-17,61.76
6220,2002-04-17,185.86
7562,2002-04-17,47.83
8433,2002-04-17,109.33
8696,2002-04-17,252.88
12432,2002-04-17,158.99
13653,2002-04-17,82.08
14272,2002-04-17,214.38
21404,2002-04-17,231.7
22666,2002-04-17,61.95
571,2002-04-18,119.16
964,2002-04-18,93.06
2917,2002-04-18,168.17
5390,2002-04-18,12.01
5715,2002-04-18,211.55
7490,2002-04-18,154.66
8535,2002-04-18,367.31
10368,2002-04-18,483.26
14808,2002-04-18,85.08
14925,2002-04-18,230.65
15575,2002-04-18,110.46
17588,2002-04-18,378.63
18034,2002-04-18,69.73
22433,2002-04-18,29.69
23822,2002-04-18,191.48
24593,2002-04-18,283.53
3261,2002-04-19,118.22
6631,2002-04-19,67.01
7012,2002-04-19,93.91
7062,2002-04-19,127.83
7872,2002-04-19,208.93
8786,2002-04-19,430.35
10190,2002-04-19,84.07
10381,2002-04-19,420.24
19938,2002-04-19,113.34
20651,2002-04-19,103.17
23935,2002-04-19,42.3
1201,2002-04-20,126.92
1636,2002-04-20,327.72
3524,2002-04-20,104.88
4915,2002-04-20,111.52
6028,2002-04-20,14.47
8344,2002-04-20,128.85
9577,2002-04-20,203.28
10802,2002-04-20,159.85
10862,2002-04-20,68.45
12387,2002-04-20,269.33
13199,2002-04-20,150.74
17574,2002-04-20,357.98
17720,2002-04-20,117.08
17956,2002-04-20,249.31
19339,2002-04-20,108.65
21019,2002-04-20,115.8
614,2002-04-21,60.73
1494,2002-04-21,63.66
2221,2002-04-21,144.32
5559,2002-04-21,221.92
5992,2002-04-21,53.01
8745,2002-04-21,164.51
9662,2002-04-21,457.61
9663,2002-04-21,258.13
12458,2002-04-21,205.8
14573,2002-04-21,410.65
18815,2002-04-21,95.29
19960,2002-04-21,55.68
23139,2002-04-21,80.32
24810,2002-04-21,74
642,2002-04-22,311.6
725,2002-04-22,134.72
839,2002-04-22,472.74
3337,2002-04-22,325.66
5265,2002-04-22,96.55
6956,2002-04-22,137.99
9448,2002-04-22,98.05
12567,2002-04-22,341.38
15903,2002-04-22,19.8
16798,2002-04-22,89.43
18578,2002-04-22,30.54
19958,2002-04-22,306.1
20964,2002-04-22,183.23
21829,2002-04-22,449.41
24681,2002-04-22,319.36
788,2002-04-23,57.71
1066,2002-04-23,17.99
2324,2002-04-23,298.22
2991,2002-04-23,317.42
3536,2002-04-23,138.33
8393,2002-04-23,243.04
9229,2002-04-23,117.9
10186,2002-04-23,113.88
11224,2002-04-23,219.63
11557,2002-04-23,82.51
13315,2002-04-23,136.65
19167,2002-04-23,331.51
21024,2002-04-23,155.93
21183,2002-04-23,25.72
21698,2002-04-23,94.95
22412,2002-04-23,431.01
672,2002-04-24,174.76
1198,2002-04-24,292.38
3176,2002-04-24,72.14
4436,2002-04-24,368.61
6567,2002-04-24,194.7
6602,2002-04-24,396.2
8901,2002-04-24,179.56
10532,2002-04-24,192.77
10774,2002-04-24,21.3
11763,2002-04-24,160.72
12333,2002-04-24,368.8
13645,2002-04-24,324.27
18332,2002-04-24,138.64
19333,2002-04-24,156.06
24417,2002-04-24,244.22
450,2002-04-25,137.8
2939,2002-04-25,74.29
3000,2002-04-25,97.37
5768,2002-04-25,175.4
5944,2002-04-25,65.05
6059,2002-04-25,391.69
7631,2002-04-25,354.06
8158,2002-04-25,150.7
12163,2002-04-25,332.7
18138,2002-04-25,174.22
18172,2002-04-25,486.95
1176,2002-04-26,79.82
2822,2002-04-26,52.08
2966,2002-04-26,165.94
3898,2002-04-26,209.94
4863,2002-04-26,19.55
7602,2002-04-26,36.05
7793,2002-04-26,1.46
9906,2002-04-26,230.17
12800,2002-04-26,133.28
19859,2002-04-26,123.36
20365,2002-04-26,288.99
22602,2002-04-26,63.41
23440,2002-04-26,373.66
24041,2002-04-26,127.6
24922,2002-04-26,146.35
1802,2002-04-27,237.67
4629,2002-04-27,377.64
4975,2002-04-27,86.76
5549,2002-04-27,42.47
7084,2002-04-27,117.63
9444,2002-04-27,27.72
13569,2002-04-27,267.69
18181,2002-04-27,235.71
20206,2002-04-27,232.73
22114,2002-04-27,59.61
23648,2002-04-27,273.35
1042,2002-04-28,173.33
1776,2002-04-28,0.58
5695,2002-04-28,315.84
5889,2002-04-28,270.41
8101,2002-04-28,121.44
10782,2002-04-28,107.9
11302,2002-04-28,102.78
11497,2002-04-28,215.57
13438,2002-04-28,28.36
13961,2002-04-28,19.48
14444,2002-04-28,159.76
16215,2002-04-28,11.86
19819,2002-04-28,44.62
20160,2002-04-28,63.82
21765,2002-04-28,1.07
23505,2002-04-28,67
1333,2002-04-29,187.65
6789,2002-04-29,140.14
9517,2002-04-29,65.18
13761,2002-04-29,34.02
16153,2002-04-29,59.04
18700,2002-04-29,134.2
19318,2002-04-29,284.59
21673,2002-04-29,78.75
23386,2002-04-29,142.76
23988,2002-04-29,137.48
76,2002-04-30,267.49
203,2002-04-30,13.72
934,2002-04-30,74.45
997,2002-04-30,243.06
3834,2002-04-30,83.42
4685,2002-04-30,164.62
6859,2002-04-30,209.94
10146,2002-04-30,401.47
11894,2002-04-30,103.7
14482,2002-04-30,268.65
16096,2002-04-30,131.57
17863,2002-04-30,43.38
18500,2002-04-30,38.08
19330,2002-04-30,179.12
23950,2002-04-30,8.25
1328,2002-05-01,164.49
4477,2002-05-01,225.01
4877,2002-05-01,383.71
9111,2002-05-01,239.62
12680,2002-05-01,293.58
15214,2002-05-01,23.35
16241,2002-05-01,231.58
17664,2002-05-01,466.81
19204,2002-05-01,39.25
19922,2002-05-01,266.7
20166,2002-05-01,254.65
21620,2002-05-01,111.52
649,2002-05-02,27.01
6306,2002-05-02,30.36
8067,2002-05-02,131.52
16108,2002-05-02,167.64
18280,2002-05-02,7.22
21249,2002-05-02,1.66
23293,2002-05-02,177.79
24066,2002-05-02,147.77
130,2002-05-03,414.79
310,2002-05-03,318.44
1034,2002-05-03,298.26
1238,2002-05-03,423.11
4311,2002-05-03,16.11
4947,2002-05-03,205.13
5219,2002-05-03,141.46
10013,2002-05-03,17.87
11284,2002-05-03,324
13143,2002-05-03,485.88
16013,2002-05-03,221.67
22477,2002-05-03,385.48
22510,2002-05-03,205.5
23158,2002-05-03,241.01
482,2002-05-04,51.36
4291,2002-05-04,45.95
7503,2002-05-04,445.73
9056,2002-05-04,186.68
10438,2002-05-04,77.57
12921,2002-05-04,105.09
13318,2002-05-04,72.83
14673,2002-05-04,47.61
16342,2002-05-04,142.98
19573,2002-05-04,11.96
21585,2002-05-04,120.38
1099,2002-05-05,480.17
3315,2002-05-05,73.53
4513,2002-05-05,145.86
5127,2002-05-05,371.37
6788,2002-05-05,1.73
8164,2002-05-05,29.36
9559,2002-05-05,250.94
10304,2002-05-05,11.51
11810,2002-05-05,62.86
12829,2002-05-05,378.15
13208,2002-05-05,47.66
17272,2002-05-05,227.56
18480,2002-05-05,245.75
22441,2002-05-05,222.44
22735,2002-05-05,55.47
22947,2002-05-05,222.18
389,2002-05-06,148.15
1557,2002-05-06,183.33
2134,2002-05-06,212.96
5726,2002-05-06,53.83
5851,2002-05-06,221.15
8180,2002-05-06,45.58
8994,2002-05-06,5.62
9882,2002-05-06,398.54
14943,2002-05-06,45.11
19446,2002-05-06,96.61
22543,2002-05-06,107.37
374,2002-05-07,277.27
2737,2002-05-07,354.25
2896,2002-05-07,412.75
6382,2002-05-07,93.49
10357,2002-05-07,66
13271,2002-05-07,256.52
14850,2002-05-07,68.65
